,epoch,train_loss,val_loss
0,1.0,0.10298211421994936,0.05968565998386733
1,2.0,0.06271494604528896,0.05184766131488583
2,3.0,0.049862761807347104,0.044070725576787054
3,4.0,0.04724108339065597,0.04788925644906261
4,5.0,0.05632452057704093,0.06875684154750425
5,6.0,0.059165181255056744,0.10387296493672117
6,7.0,0.05166394347472796,0.04806134255626534
7,8.0,0.04476341955245487,0.0406336768329898
8,9.0,0.03870538882319889,0.03566618692837184
9,10.0,0.03647794723510742,0.03497847971282428
10,11.0,0.03756083545112421,0.04195742129902296
11,12.0,0.0419073572944081,0.051669573906479
12,13.0,0.04289927298114413,0.049453565025631384
13,14.0,0.039732590317726135,0.041576583834388586
14,15.0,0.035644592131887164,0.03318640542558477
15,16.0,0.0326038477144071,0.03151429072022438
16,17.0,0.03257189902757841,0.03473940991525409
17,18.0,0.03544618725658409,0.0468971616576744
18,19.0,0.03856340731301951,0.06698144731830948
19,20.0,0.03786186570567744,0.04235672059504292
20,21.0,0.03422957159697063,0.032907918378522125
21,22.0,0.030984937139446774,0.02951732773003699
22,23.0,0.03012245986906309,0.02996963293209106
23,24.0,0.031826164165423027,0.04000190508705151
24,25.0,0.03473524422872634,0.04435549832031697
25,26.0,0.03601497062260196,0.04235108774391156
26,27.0,0.033203169963662585,0.0317346326110861
27,28.0,0.03019006691636547,0.027948607089398784
28,29.0,0.02849908447454846,0.027588256858760797
29,30.0,0.028870067325612855,0.035876249281477327
30,31.0,0.03150143496219128,0.03765268527159962
31,32.0,0.03334659693378305,0.04243385584294042
32,33.0,0.03221370152064732,0.036546167504938346
33,34.0,0.029374574532821066,0.027936157239954684
34,35.0,0.02734081502708178,0.026040916484367998
35,36.0,0.027199400080338356,0.027634097475417053
36,37.0,0.028713843208693322,0.03637082214596905
37,38.0,0.03086263642069839,0.036704413852171054
38,39.0,0.030939775770382275,0.03396640729772139
39,40.0,0.028915343155700064,0.027605945833876162
