,epoch,train_loss,val_loss
0,1.0,0.09233459497964572,0.07308241456181189
1,2.0,0.06069087866279814,0.0528014359311967
2,3.0,0.049488958160555555,0.04522114261230336
3,4.0,0.047665223431965664,0.04999483206981345
4,5.0,0.05630232475343205,0.06290706492300276
5,6.0,0.061945215648128875,0.056850138627275636
6,7.0,0.05693620307341454,0.054195764274159564
7,8.0,0.047753392408291497,0.0451017781809161
8,9.0,0.04177296799090174,0.03864331524583358
9,10.0,0.039190195967990255,0.03795063877596131
10,11.0,0.040470805243840294,0.04164871087745775
11,12.0,0.04684789632520978,0.05122389653815499
12,13.0,0.047570595464536125,0.04610060645809656
13,14.0,0.04442231799401934,0.042305105566223966
14,15.0,0.03890935278955906,0.035658880738140664
15,16.0,0.035632012885004755,0.03452782707783995
16,17.0,0.03567974489359629,0.03651711575781243
17,18.0,0.03961506966678869,0.04217057179989694
18,19.0,0.04286600104163563,0.043410130175231376
19,20.0,0.04152497922380765,0.0392474359066426
20,21.0,0.037530265429190225,0.0344256335704387
21,22.0,0.034066607820845786,0.03198123447408405
22,23.0,0.03280450163616074,0.03243533818970753
23,24.0,0.03486372146696325,0.03830125498809392
24,25.0,0.03888782314837925,0.043075043613774865
25,26.0,0.03922836671745966,0.040320664691396904
26,27.0,0.03699818525522474,0.03469601518745664
27,28.0,0.03347128892228717,0.03148383010603205
28,29.0,0.03154350299210776,0.030340768137498746
29,30.0,0.03223521076734104,0.03414671519134618
30,31.0,0.035193095356225966,0.03766927637065513
31,32.0,0.03708355095060099,0.03896783075377911
32,33.0,0.036174168526416736,0.034674519437211976
33,34.0,0.033309083922751365,0.030549625382770465
34,35.0,0.030776989105201904,0.029381565136622777
35,36.0,0.03022695244659507,0.030425124483395228
36,37.0,0.03260507071538577,0.03345203128513656
37,38.0,0.03507488765532062,0.036013759719797325
38,39.0,0.03511018061803447,0.03603505369134342
39,40.0,0.03328053510733067,0.030383076424462887
