,epoch,train_loss,val_loss
0,1.0,0.32315457302426537,0.09023493443486057
1,2.0,0.07896404067675272,0.061685105479216275
2,3.0,0.05896234668436504,0.0508391232807425
3,4.0,0.05474601005987516,0.059241740292386165
4,5.0,0.07292193415619078,0.09286398525479474
5,6.0,0.07021261104752147,0.05792394285149212
6,7.0,0.06085342350933287,0.05473619001575663
7,8.0,0.05381255557849294,0.04964542181431493
8,9.0,0.049558569975788634,0.048381417753952966
9,10.0,0.04822407319905266,0.047126912193585044
10,11.0,0.04932000213672244,0.05063353214837328
11,12.0,0.052076526329157845,0.05034431037080439
12,13.0,0.0518032192592583,0.04984577820648121
13,14.0,0.04983313456177711,0.048378905210691166
14,15.0,0.04749880269879386,0.04571258946310116
15,16.0,0.04599181034025692,0.04516294669312767
16,17.0,0.04569940865039825,0.045842924544328374
17,18.0,0.047455813463718174,0.04819146581465685
18,19.0,0.04986852146093808,0.05048221642080741
19,20.0,0.04913139906194475,0.047551756371048436
20,21.0,0.04698974105810362,0.04547052259875249
21,22.0,0.044935918965983014,0.04440243796834463
22,23.0,0.044262091673555826,0.043988470742596854
23,24.0,0.04558747661492181,0.04697785526514053
24,25.0,0.047914823262937487,0.049737015196794195
25,26.0,0.04871156265338262,0.04829416244844847
26,27.0,0.04792558075416656,0.04676021951474721
27,28.0,0.04481393881733455,0.04460704439803015
28,29.0,0.04370598260845457,0.043544223838591876
29,30.0,0.04408300967207031,0.04604483009139194
30,31.0,0.04649792898978506,0.04773755395148374
31,32.0,0.047913335807739744,0.04793116205100772
32,33.0,0.047853911135877884,0.04761892099735103
33,34.0,0.045508385875395366,0.04460034024300454
34,35.0,0.043376248542751586,0.04286511548900906
35,36.0,0.043270552702366356,0.04372200803666175
36,37.0,0.045151192304633915,0.04721837599254862
37,38.0,0.04706150559442384,0.04799520469541791
38,39.0,0.047543073540169095,0.04799258204389222
39,40.0,0.04597958448150801,0.04403945624451094
